name,party,status,votes
JYOTIRMA PATHAK,Independent,lost,1204
BADRI NATH,Independent,lost,1170
PREMCHAND NAYAK,Independent,lost,1117
RAMNARESH YADAV,Jan Raajya Party,lost,885
RAJIV KUMAR SINGH,Independent,lost,857
ISHWAR DAYAL SINGH SETH,Bhartiya Sabka Dal,lost,841
PRAGYESH KUMAR,Independent,lost,818
RAMVACHAN,Sardar Patel Siddhant Party,lost,773
GOPAL SINGH,Azad Adhikar Sena,lost,737
RAJENDRA AGRAWAL,Independent,lost,730
ISMAIL ANSARI,Aawami Pichhada Party,lost,594
CHANDRA PRAKASH CHOUDHARY,AJSU Party,won,451139
MATHURA PRASAD MAHATO,Jharkhand Mukti Morcha,lost,370259
JAIRAM KUMAR MAHATO,Independent,lost,347322
KAMAL PRASAD,Bahujan Samaj Party,lost,14074
SUBODH KUMAR YADAV,Independent,lost,13106
RAMESHWAR DUSADH,Independent,lost,11020
SUNITA TUDU,Independent,lost,10944
MD AINUL ANSARI,Bahujan Mukti Party,lost,6939
NOTA,None of the Above,,6044
DWARAKA PRASAD LALA,Independent,lost,5627
KALAWATI DEVI,Independent,lost,5430
GYANESHWAR PRASAD,Lokhit Adhikar Party,lost,5356
SHIVJI PRASAD,Right to Recall Party,lost,4254
PRAMOD RAM,Peoples Party of India (Democratic),lost,3825
USHA SINGH,Independent,lost,3761
PAPPU KUMAR NISHAD,Bhartiya Lokmat Rashtrwadi Party,lost,3216
SUBHASH KUMAR THAKUR,Sarv Samaj Party,lost,2517
NISHIKANT DUBEY,Bharatiya Janata Party,won,693140
PRADEEP YADAV,Indian National Congress,lost,591327
UDAY SHANKAR KHAWARE,Independent,lost,26837
ARUN MARIK,Independent,lost,17437
NILESH KUMAR GUPTA,Independent,lost,10488
AVISEK ANAND JHA,Independent,lost,9636
BAJRANGI MAHTHA,Bahujan Samaj Party,lost,8175
MUKESH KUMAR JHA,Independent,lost,7366
KUMARI DILESHWARI,Ambedkarite Party of India,lost,6581
NOTA,None of the Above,,4361
RAMESHWAR MANDAL,Peoples Party of India (Democratic),lost,3316
SURAJ KUMAR AMAN,Bhagidari Party(P),lost,3073
ARUN KUMAR,Nyaydharmsabha,lost,2893
DR. K. RANGAIAH,Independent,lost,2210
BRAJKISHORE PANDIT,Akhil Bhartiya Manavadhikar Vichar Manch Party,lost,2108
ANUP KUMAR,"Proutist Bloc, India",lost,2007
KALIPADA MURMU,Socialist Unity Centre Of India (COMMUNIST),lost,1941
KETAN KUMAR,Right to Recall Party,lost,1898
TIPLAL SAH,Lokhit Adhikar Party,lost,1770
GYANESHWAR JHA,Jagrook Janta Party,lost,1640
KIRTIVARDHAN SINGH,Bharatiya Janata Party,won,474258
SHREYA VERMA,Samajwadi Party,lost,428034
SAURABH,Bahujan Samaj Party,lost,29429
NOTA,None of the Above,,9055
RAM UJAGAR,Independent,lost,3535
ARUNIMA PANDEY,Independent,lost,3073
RAGHAVENDRA,Bhartiya Shakti Chetna Party,lost,2028
RAJKUMAR,Independent,lost,1989
VINOD KUMAR SINGH,Bhartiya Uday Nirman Party,lost,1483
DR. ALOK KUMAR SUMAN,Janata Dal  (United),won,511866
PREM NATH CHANCHAL ALIAS CHANCHAL PASWAN,Vikassheel Insaan Party,lost,384686
NOTA,None of the Above,,42863
DINANATH MANJHI,All India Majlis-E-Ittehadul Muslimeen,lost,29992
SUJEET KUMAR RAM,Bahujan Samaj Party,lost,29272
ANIL RAM,Independent,lost,13002
SATYENDRA BAITHA,Independent,lost,12269
BHOLA HARIJAN,Independent,lost,11140
RAM KUMAR MANJHI,Gana Suraksha Party,lost,8540
NAMI RAM,Independent,lost,6716
SURENDRA RAM,Bhartiya Rashtriya Dal,lost,6712
JITENDRA RAM,Bahujan Mukti Party,lost,5969
RAVINDRA SHUKLA ALIAS RAVI KISHAN,Bharatiya Janata Party,won,585834
KAJAL NISHAD,Samajwadi Party,lost,482308
JAVED ASHRAF ALIAS JAVED SIMNANI,Bahujan Samaj Party,lost,55781
NOTA,None of the Above,,7681
ANAND KUMAR YADAV ALIAS ANAND KUMAR FAUJI,Bharatheeya Jawan Kisan Party,lost,4955
PINTU SAHANI,Independent,lost,4032
SHIVSHANKAR PRAJAPATI,Bhagidari Party(P),lost,2635
SUDHANSHU,Independent,lost,2395
SANJAY SINGH RANA,Bhartiya Sarvdharm Party,lost,2012
NAFEES AKHTAR,Independent,lost,1880
ANKIT SHAH,Bharatiya Yuva Jan Ekta Party,lost,1874
AMITA BHARATI,Independent,lost,1364
SONU RAI,Mera Adhikaar Rashtriya Dal,lost,898
SHRIRAM PRASAD,Al-Hind Party,lost,764
RADHAKRISHNA,Indian National Congress,won,652321
DR. UMESH G JADHAV,Bharatiya Janata Party,lost,625116
NOTA,None of the Above,,8429
HUCHESHWARA WATHAR GOUR,Bahujan Samaj Party,lost,7888
SUNDAR,Independent,lost,3677
JYOTI RAMESH CHAVAN,Independent,lost,2805
SHARANAPPA (PINTU),Independent,lost,1884
TARABAI BHOVI,Independent,lost,1550
RAMESH BHIMSING CHAVAN,Independent,lost,1334
ANAND SINNUR,Independent,lost,1280
NAGENDRA RAO,Uttama Prajaakeeya Party,lost,1226
S.M.SHARMA,Socialist Unity Centre Of India (COMMUNIST),lost,1144
RAJKUMAR,BhartiyaBahujanKranti Dal,lost,709
VIJAY JADHAV,Karnataka Rashtra Samithi,lost,560
B. VIJAYKUMAR CHINCHANSOORKAR,Prahar Janshakti Party,lost,554
DR CHANDRA SEKHAR PEMMASANI,Telugu Desam,won,864948
KILARI VENKATA ROSAIAH,Yuvajana Sramika Rythu Congress Party,lost,520253
JANGALA AJAY KUMAR,Communist Party of India,lost,8637
NOTA,None of the Above,,7387
SIVAREDDY. ENDREDDY,Navataram Party,lost,5629
TENALI PRAKASH,Bahujan Samaj Party,lost,4272
SIKHAKOLLI HEMA GOWRI SHANKAR,Jatiya Jana Sena Party,lost,1964
SAMUDRALA CHINNA KOTAIAH,Jaibhim Rao Bharat Party,lost,1753
UMAR BHASHA SHAIK,Jana Sahayaka Sakthi,lost,1275
SYED. SAIDA,Navarang Congress Party,lost,1222
AMBATI CHALAMAIAH,Pyramid Party of India,lost,1031
PILLI BABU RAO,Independent,lost,692
HARI VENKATA SATISH  KURNALA,Jai Bharat National Party,lost,542
VISHNU REDDY LANKIREDDY,Bengaluru Nava Nirmana Party,lost,461
EMANI. CHANDRASEKHAR RAO,Navodayam Party,lost,414
SHAIK. KHAJAVALI,Independent,lost,391
CHALLAPALLI RATAN RAJU,Viduthalai Chiruthaigal Katchi,lost,378
KANNEBOYINA VAMSI KRISHNA YADAV,Independent,lost,375
MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,Andhra Pradesh Rashtra Samithi,lost,358
GAYATRI AUDHIPUDI,Independent,lost,357
SHAIK ASLAM AKTHER,Independent,lost,335
ASHOK ANAND GALI,Independent,lost,335
PATHAN KHAJA (BASHA),Telugu Rajadhikara Samiti Party,lost,332
BURAGA RATNAM,Loktantrik Janta Dal,lost,316
AMARTHALURI VENKATESWARA RAO.,Marxist Communist Party of India (United),lost,312
DR. RAYAPUDI RAJESH VIJAY KUMAR,Indian Labour Party (Ambedkar Phule),lost,310
VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,Independent,lost,268
SIVA PARVATHI,Independent,lost,266
BOMMASANI MUTYALA RAO,All Peoples Party,lost,207
SRIKRISHNA AKKISETTI,Independent,lost,179
MADAVARAPU NAGA RAJU,Independent,lost,172
SUKHJINDER SINGH RANDHAWA,Indian National Congress,won,364043
DINESH SINGH BABBU,Bharatiya Janata Party,lost,281182
AMANSHER SINGH (SHERY KALSI),Aam Aadmi Party,lost,277252
DR. DALJIT SINGH CHEEMA,Shiromani Akali Dal,lost,85500
GURINDER SINGH BAJWA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),lost,25765
SANT SEWAK,Independent,lost,5952
RAJ KUMAR,Bahujan Samaj Party,lost,4930
SANTOSH KAUR,Independent,lost,4738
SAMUEL SONI,Independent,lost,4440
SURJIT SINGH,Independent,lost,3373
NOTA,None of the Above,,3354
SANJEEV SINGH,Independent,lost,2178
SURINDER SINGH,Independent,lost,1782
GURPREET KAUR BAJWA,Independent,lost,1709
SANJEEV MANHAS,Independent,lost,1635
ROBI MASIH,Independent,lost,1511
SANTOSH KUMARI,Megh Desham Party,lost,1194
RAMESH KUMAR TOLLA,Bharatheeya Jawan Kisan Party,lost,1098
AMIT AGGARWAL,Independent,lost,924
TARSEM MASIH SAHOTA,Independent,lost,885
TILAK RAJ,Independent,lost,805
RANJODH SINGH,Jan Sewa Driver Party,lost,789
I.S.GULATI,Independent,lost,699
RAMESH LAL,National Republic Party Of India,lost,657
JAGDISH MASIH,Independent,lost,546
JATINDER KUMAR SHARMA,Bhartiya Rashtriya Dal,lost,461
DARBARA SINGH,Nationalist Justice Party,lost,424
BIJULI KALITA  MEDHI,Bharatiya Janata Party,won,894887
MIRA BORTHAKUR GOSWAMI,Indian National Congress,lost,643797
NOTA,None of the Above,,20249
DIPAK KR BORO,Voters Party  International,lost,8548
COLONEL GOKUL CHANDRA SINGHA,Independent,lost,7678
AMITABH SARMA,Ekam Sanatan Bharat Dal,lost,7527
KAZI NEKIB  AHMED,Independent,lost,6761
SAMAD CHOUDHURY,Bharatiya Gana Parishad,lost,5095
SHEJON GOYARY,Bahujan Maha Party,lost,4847
CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),won,615718
SHIV CHANDRA RAM,Rashtriya Janata Dal,lost,445613
NOTA,None of the Above,,36927
SURENDRA KUMAR PASWAN,Independent,lost,17245
SHASHI SWARAJ,Bahujan Samaj Party,lost,8679
HARIWANSH PASWAN,Independent,lost,7117
SHAILENDRA KUMAR,Independent,lost,6161
ASHOK KUMAR,Samata Party,lost,4721
RANDHIR PASWAN,Independent,lost,2675
RAJ KUMAR PASWAN,Yuva Bihar Sena,lost,1990
DHARMENDRA KUMAR,Jantantra Awaj Party,lost,1978
MADHUSUDHAN PASWAN,Independent,lost,1801
RAJESH KUMAR RAUSHAN,Socialist Unity Centre Of India (COMMUNIST),lost,1701
MEGHNATH PASWAN,Independent,lost,1680
BALENDRA DAS,Janshakti Janta Dal,lost,1318
ANURAG SINGH THAKUR,Bharatiya Janata Party,won,607068
SATPAL RAIZADA,Indian National Congress,lost,424711
NOTA,None of the Above,,5178
HEM RAJ,Bahujan Samaj Party,lost,2758
JAGDEEP KUMAR,Rashtriya Devbhumi Party,lost,1764
SURENDER KUMAR GAUTAM,Independent,lost,1410
SUBEDAR MAJOR KULWANT SINGH PATIAL,Bharatheeya Jawan Kisan Party,lost,1239
NAND LAL,Independent,lost,1019
SUMIT RANA,Akhil Bhartiya Parivar Party,lost,675
RAMESH CHAND SARTHI,Independent,lost,560
ARUN ANKESH SYAL,Ekam Sanatan Bharat Dal,lost,433
GARIB DASS KATOCH,Independent,lost,246
GOPI CHAND ATTARI,Independent,lost,202
AJENDRA SINGH LODHI,Samajwadi Party,won,490683
KUNWAR PUSHPENDRA SINGH CHANDEL,Bharatiya Janata Party,lost,488054
NIRDOSH KUMAR DIXIT,Bahujan Samaj Party,lost,94696
NOTA,None of the Above,,13453
ANUPAM KUMAR TRIPATHI,Bhartiya Shakti Chetna Party,lost,6407
BRIJESH KUMAR PAL,Rashtra Uday Party,lost,4527
BHUVANENDRA NARAYAN SINGH,Independent,lost,4320
SANTOSH KUMAR,Independent,lost,3777
RAJESH SINGH,Independent,lost,3607
SURESH KUMAR,Eklavya Samaj Party,lost,2181
SANJIV KUMAR,Spashtwadi Jan Aadhar Party,lost,2003
DHARMRAJ,Al-Hind Party,lost,1591
JAI PRAKASH,Bharatiya Janata Party,won,486798
USHA VERMA,Samajwadi Party,lost,458942
BHIMRAO AMBEDKAR,Bahujan Samaj Party,lost,122629
NOTA,None of the Above,,8814
SHIVE KUMAR,Independent,lost,4898
SHYAM  KUMAR,Peoples Party of India (Democratic),lost,4200
SUNIL KUMAR VERMA,Independent,lost,3821
INDRAPAL PASI,Justice Party,lost,2946
MUNNA LAL,Naari Nar Rakshak Party,lost,1589
OM PRAKASH,Independent,lost,1561
AWADESH KUMAR,Independent,lost,1424
PRADEEP KUMAR,Bhartiya Krishak Dal,lost,1354
BRAHMA PRASAD,Lok Jan Sangharsh Party,lost,1140
TRIVENDRA SINGH RAWAT,Bharatiya Janata Party,won,653808
VIRENDRA RAWAT,Indian National Congress,lost,489752
UMESH KUMAR PATRAKAR,Independent,lost,91188
JAMIL AHMAD,Bahujan Samaj Party,lost,42323
NOTA,None of the Above,,6826
BALBIR SINGH BHANDARI,Uttarakhand Samanta Party,lost,2961
MOHAN SINGH ASWAL,Uttarakhand Kranti Dal,lost,2854
VIJAY KUMAR,Independent,lost,2410
PAWAN KASHYAP,Independent,lost,2178
KARAN SINGH SAINI ENGINEER,Independent,lost,1974
AKRAM HUSSAIN,Independent,lost,1685
LALIT KUMAR,Peoples Party of India (Democratic),lost,1410
SURESH PAL,Bhartiya Rashtriya Ekta Dal,lost,1162
ASHISH DHYANI,Independent,lost,1117
AVNISH KUMAR,Independent,lost,975
SHREYAS. M. PATEL,Indian National Congress,won,672988
PRAJWAL REVANNA,Janata Dal  (Secular),lost,630339
GANGADHAR BAHUJAN,Bahujan Samaj Party,lost,12173
NOTA,None of the Above,,8541
DEVARAJ M.Y,Karnataka Rashtra Samithi,lost,6057
H D REVANNA,Purvanchal Mahapanchayat,lost,4272
BASAVARAJU J.D (EX-ARMY),Independent,lost,4063
SANTHOSH B.N,Independent,lost,3449
HEMANTH GAVEESH,Independent,lost,3281
PRATHAPA K.A,Uttama Prajaakeeya Party,lost,3250
S.K. NINGARAJA,Bahujan Bharat Party,lost,1730
B.N. SURESHA (SURESHGOWDA),Independent,lost,1418
SIDDABHOVI,Independent,lost,987
R.G. SATHISHA RAMEDEVARAPURA,Independent,lost,869
SHIVARAJ. B,Republican Party of India Bharatha,lost,848
K.R. GANGADHARAPPA,Independent,lost,742
ANOOP PRADHAN BALMIKI,Bharatiya Janata Party,won,554746
JASVEER VALMIKI,Samajwadi Party,lost,307428
HEMBABOO DHANGAR,Bahujan Samaj Party,lost,201263
NOTA,None of the Above,,6299
JAYPAL MAHOR,Independent,lost,3061
RAJPAL SINGH,Independent,lost,2372
GHANSHYAM SINGH,Swaraj Bhartiya Nyay Party,lost,2345
RAVI KUMAR,Independent,lost,1645
DR. JAYVEER SINGH DHANGAR,Rashtra Uday Party,lost,1607
DINESH SAI,Independent,lost,1144
MUNNALAL JATAV,Independent,lost,810
DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,won,520190
SATYAJEET BABASAHEB PATIL (AABA) SARUDKAR,Shiv Sena (Uddhav Balasaheb Thackrey),lost,506764
RAJU SHETTI,Swabhimani Paksha,lost,179850
D. C. PATIL DADASAHEB / DADGONDA CHAVGONDA PATIL,Vanchit Bahujan  Aaghadi,lost,32696
ASLAM AINODIN MULLA,Independent,lost,6111
NOTA,None of the Above,,5103
ANANDRAO VASANTRAO SARNAIK (FOUJI BAPU),Independent,lost,4955
TANDALE LAXMAN SHIVAJI,Independent,lost,4789
PROF. PARASHURAM MANE,Independent,lost,4477
KAMBLE RAVINDRA TUKARAM,Bahujan Samaj Party,lost,4033
SATYAJEET PATIL (AABA),Independent,lost,3632
ANANDRAO TUKARAM THORAT,Independent,lost,3499
IMRAN IQBAL KHATIB,Bahujan Mukti Party,lost,3190
RAGHUNATHDADA PATIL,Bharatheeya Jawan Kisan Party,lost,2174
JAVED SIKANDAR MUJAVAR,Independent,lost,1852
SANTOSH KERBA KHOT,Kamgaar Kisan Party,lost,1701
DR. ISHWAR MAHADEV YAMGAR,Bharatiya Lokshakti Party,lost,1537
SHIVAJI DHONDIRAM SANKPAL,Independent,lost,1392
SHARAD BABURAO PATIL,National Black Panther Party,lost,1361
MANOHAR PRADIP SATPUTE,Independent,lost,1066
DHANAJI JAGANNATH GURAV (SHIVAREKAR),Lokrajya Janata Party,lost,1061
DAVARI LAXMAN SHRIPATI,Independent,lost,1009
RAJENDRA BHIMRAO MANE,Independent,lost,940
DINAKARRAO TULSHIDAS CHAVAN (PATIL),All India Forward Bloc,lost,679
RAMCHANDRA GOVINDRAO SALUNKHE,Independent,lost,618
MOHITE DEVENDRA NANA,Independent,lost,560
MANE ARVIND BHIVA,Independent,lost,424
MAHAMMAD MUBARAK DARAVESHI,Independent,lost,361
BASAVARAJ BOMMAI,Bharatiya Janata Party,won,705538
ANANDSWAMY GADDADEVARMATH,Indian National Congress,lost,662025
NOTA,None of the Above,,10865
SUNANDA KARIYAPPA SHIRHATTI,Independent,lost,4707
KHAJAMOHIDDIN GUDAGERI,Socialist Party (India),lost,3401
GANGADHAR BADIGER,Socialist Unity Centre Of India (COMMUNIST),lost,2270
RUDRAPPA BASAPPA KUMBAR,Independent,lost,1356
PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,Uttama Prajaakeeya Party,lost,1072
BASAVARAJ B HADI,Independent,lost,1071
DR. G H IMRAPUR,Independent,lost,953
JAGADISH YALLAPPA BANKAPURA,Independent,lost,674
TANU CHIKKANNA YADAV,Karnataka Rashtra Samithi,lost,636
H K NARASIMHAPPA,Samajwadi Janata Party(Karnataka),lost,446
VISHWANATH SHEERI,Ekam Sanatan Bharat Dal,lost,401
RASHEEDA BEGUM,Indian Movement Party,lost,397
MANISH JAISWAL,Bharatiya Janata Party,won,654613
JAI PRAKASH BHAI PATEL,Indian National Congress,lost,377927
SANJAY KUMAR MEHTA,Independent,lost,157977
SHASHI BHUSHAN KESHRI,Independent,lost,15386
ANIRUDDH KUMAR,Communist Party of India,lost,10468
MD. MOIN UDDIN AHMAD,Bahujan Samaj Party,lost,7438
NOTA,None of the Above,,7200
MD. SERAJ,Independent,lost,5506
VINOD KUMAR RANA,Independent,lost,4841
KUNJ BIHARI KUMAR,Lokhit Adhikar Party,lost,4234
CHHATHI DEVI,Akhil Bhartiya Parivar Party,lost,3316
ABHISHEK KUMAR,Independent,lost,2972
NISHANT KUMAR SINHA,Peoples Party of India (Democratic),lost,2956
MANOJ KUMAR BEDIA,Independent,lost,2578
BHUNESHWAR BEDIYA,Samata Party,lost,2264
RAJ KUMAR,Jharkhand Party,lost,1935
SHYAM BIHARI PRAJAPATI,Bhagidari Party(P),lost,1839
PRAKASH SONI,Bhartiya Azad Sena,lost,1217
B K PARTHASARATHI,Telugu Desam,won,725534
J SHANTHA,Yuvajana Sramika Rythu Congress Party,lost,593107
B A SAMAD SHAHEEN,Indian National Congress,lost,55059
NOTA,None of the Above,,17971
BHAGYA R S,Bahujan Samaj Party,lost,8015
PRATHAP REDDY GORLA,Independent,lost,5444
H D HANUMANTHE GOWD,Independent,lost,2278
ANJINAPPA GARI SREENIVASULU,Revolutionary Socialist Party,lost,2051
S N SURESH,Independent,lost,1631
DASAGANIPALLI KULLAYAPPA,Independent,lost,1328
ASHOK,Socialist Unity Centre Of India (COMMUNIST),lost,1292
T SUDHAKAR REDDY,Independent,lost,1237
S RAGHUNATHA REDDY,Independent,lost,710
BUDILI DHANUNJAYA,National Nava Kranthi Party,lost,682
AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),won,492535
BABURAO KADAM KOHALIKAR,Shiv Sena,lost,383933
DR. B. D. CHAVHAN,Vanchit Bahujan  Aaghadi,lost,161814
AMBADAS SUKAJI GADE,Independent,lost,14742
VIJAY RAMJI GABHANE,Communist Party of India  (Marxist),lost,14644
ANAND RAJARAM DHULE,Independent,lost,9817
GAJANAN DHONDBA DAL,Bahujan Samaj Party,lost,7465
DATTA SHRIKRISHNA SURYAWANSHI,Independent,lost,7239
SARJERAO NIVRUTTI KHANDARE,Independent,lost,5014
RAMPRASAD NARAYAN BANGAR,Independent,lost,4525
BABURAO ANANDRAO KADAM,Independent,lost,4482
DEVSARKAR VARSHA SHIVAJIRAO,Bahujan Mukti Party,lost,4099
A. KADIR MASTAN SAYYED (GOREGAONKAR),Independent,lost,3713
ANIL DEVRAO MOHITE,Akhil Bhartiya Parivar Party,lost,3374
SUNIL MOTIRAM GAJBHAR,Independent,lost,3192
NOTA,None of the Above,,3123
ADV ALTAF AHMED,Indian National League,lost,2950
ASHOK PANDURANG RATHOD,Independent,lost,2906
ADV RAVI SHINDE,Independent,lost,2701
SATTAR PATHAN,Independent,lost,2463
MAHESH KAILAS NAPTE,Independent,lost,2299
ADV. SHIVAJIRAO JADHAV,Independent,lost,2214
TRISHALA MILIND KAMBLE,Bahujan Samaj Party  (Ambedkar),lost,2150
BHAWAR GOVINDRAO FULAJI,Independent,lost,2146
ADV. RAMRAO ATMARAM JUMBADE,Independent,lost,2104
PRAKASH MASARAM RANVIR,Republican Party of India (A),lost,2102
DESHA SHYAM BANJARA,Samnak Janta Party,lost,2063
VISHVANATH BHAURAO FALEGAONKAR,Independent,lost,1859
HEMANT RADHAKISHAN KANAKE,Rashtriya Kisan Bahujan Party,lost,1800
RAVI RAMDAS JADHAV (SAWANEKAR),Abhinav Bharat Janseva Paksh,lost,1602
DEWJI GANGARAM ASOLE,Independent,lost,1483
VIJAY DNYANBA RAUT,Independent,lost,1126
SUNIL DASHARATH INGOLE,Bhim Sena,lost,1028
VASANT KISAN PAIKRAO,Independent,lost,593
JAI PARKASH (J P) S/O HARIKESH,Indian National Congress,won,570424
RANJIT SINGH,Bharatiya Janata Party,lost,507043
DESH RAJ,Bahujan Samaj Party,lost,26015
SUNAINA CHAUTALA,Indian National Lok Dal,lost,22303
NAINA SINGH CHAUTALA,Jannayak Janta Party,lost,22032
PARDEEP DAHIYA,Independent,lost,3608
NOTA,None of the Above,,3366
JAI PRAKASH (J.P.) S/O UMA DUTT,Independent,lost,3273
JILE SINGH,Independent,lost,3196
POONAM MOR,Independent,lost,1241
ISHWAR JHAJHRIA,Independent,lost,1122
ATMA RAM BISHNOI,Independent,lost,1097
KULBIR,Independent,lost,1041
CHANDER MOHAN,Independent,lost,998
ADVOCATE PARDEEP SIHMAR,Peoples Party of India (Democratic),lost,876
AJIT SINGH,Independent,lost,796
DEV GIRI,Rashtriya Lokswaraj Party,lost,726
DINESH KUMAR,Independent,lost,703
MASTER VIJENDER JITPURA,Socialist Unity Centre Of India (COMMUNIST),lost,657
RAJENDER KUMAR,Independent,lost,486
NEERAJ KUMAR “CHHATTAR”,Bharatiya Asha Party,lost,423
MANDEEP,Independent,lost,405
JAGAT SINGH,Vikas India Party,lost,382
PARJAPATI RAKESH DHUWARIA,Independent,lost,374
RANDHIR SINGH,Independent,lost,353
SURENDER KUMAR,Independent,lost,326
SURENDER,Independent,lost,308
VIJAY SINGH,Independent,lost,272
YOGESH BOORA,Independent,lost,269
RACHNA BANERJEE,All India Trinamool Congress,won,702744
LOCKET CHATTERJEE,Bharatiya Janata Party,lost,625891
MANADIP GHOSH,Communist Party of India  (Marxist),lost,139919
NOTA,None of the Above,,13352
SURAJIT HEMBRAM,Independent,lost,9268
SAMIM ALI MOLLICK,Independent,lost,6567
JAMINI BHAR,Bahujan Samaj Party,lost,4718
AJANTA SARKAR,Bharatiya National Janata Dal,lost,3639
SK KAMALUDDIN,Independent,lost,2766
SANCHITA BERA,Independent,lost,2649
PABAN MAZUMDER,Socialist Unity Centre Of India (COMMUNIST),lost,2380
PRADIP PAL,Bharatiya Nyay-Adhikar Raksha Party,lost,2220
MRINAL KANTI DAS,Independent,lost,1398
DARSHAN SINGH CHOUDHARY,Bharatiya Janata Party,won,812147
SANJAY SHARMA SANJU BHAIYA,Indian National Congress,lost,380451
RAMGOVIND BARUAA,Bahujan Samaj Party,lost,15387
NOTA,None of the Above,,14941
PANDIT DIVYENDRA BRIJMOHAN DUBEY ADVOCATE,Bharatiya Yuva Jan Ekta Party,lost,6168
RAKESH RAMPRASAD RICKY,Independent,lost,5079
SARJERAO SAHARE,Independent,lost,4493
PATRAKAR TILAK JATAV,Independent,lost,2260
YUVRAJ GAVADE,Independent,lost,2215
JYOTI SURESH JHARIYA,Independent,lost,2046
MAKHAN SINGH LODHI,Bhartiya Shakti Chetna Party,lost,1657
MUKESH YADAV,Independent,lost,1588
PANDIT BRAJESH KHEMARIYA,Independent,lost,1260
DR. RAJ KUMAR CHABBEWAL,Aam Aadmi Party,won,303859
YAMINI GOMAR,Indian National Congress,lost,259748
ANITA SOM PARKASH,Bharatiya Janata Party,lost,199994
SOHAN SINGH THANDAL,Shiromani Akali Dal,lost,91789
RANJIT KUMAR,Bahujan Samaj Party,lost,48214
JASWANT SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),lost,20923
NOTA,None of the Above,,5552
JEEVAN SINGH TAMIL,Bahujan Dravida Party,lost,4621
ROHIT KUMAR TINKU,Independent,lost,2419
RAJESH,Democratic Bharatiya Samaj Party,lost,2336
SONU SINGH PHAGWARA,Independent,lost,1884
DAVINDER SINGH,Independent,lost,1617
HARDEEP SINGH,Nationalist Justice Party,lost,1425
RAJPAL NADALI,Bahujan Mukti Party,lost,1140
BHIMRAO YASHWANT AMBEDKAR,Global Republican Party,lost,1041
SATPAL,Independent,lost,993
DAVINDER KUMAR SAROYA,Samaj Bhalai Morcha,lost,930
PRASUN BANERJEE,All India Trinamool Congress,won,626493
DR RATHIN CHAKRAVARTY,Bharatiya Janata Party,lost,457051
SABYASACHI CHATTERJEE,Communist Party of India  (Marxist),lost,152005
NOTA,None of the Above,,10084
PALASH BACHAR,Bahujan Samaj Party,lost,6354
SEIKH SAKIRUL ISLAM,Independent,lost,5271
SHIWA MALLICK,Independent,lost,3220
UTTAM CHATTERJEE,Socialist Unity Centre Of India (COMMUNIST),lost,2325
SHAMPA DAS,Bharatiya Nyay-Adhikar Raksha Party,lost,2065
RATHIN GANGULY,Independent,lost,1887
